1708494350896816234	3	2	2	2
1708494350906662174	7	2	1	4
1708494350916725919	2	1	2	1
1708494350926663704	4	4	1	6
1708494350938790934	2	4	1	1
1708494350946666610	2	3	2	1
1708494350956786678	2	0	3	0
1708494350966796372	3	2	3	0
1708494350976679658	3	2	2	1
1708494350987107040	1	1	4	7
1708494350996704933	1	2	0	8
1708494351007850498	1	1	0	1
1708494351016596749	2	2	1	2
1708494351026648262	1	1	4	0
1708494351036707359	3	1	2	0
1708494351046643793	1	1	4	2
1708494351056671912	4	5	2	1
1708494351066779364	4	5	2	1
1708494351076751576	0	1	2	3
1708494351086561762	2	1	5	1
1708494351096721538	3	2	5	1
1708494351106851103	1	3	1	2
1708494351116617287	0	2	0	2
1708494351126763845	0	1	3	1
1708494351136893891	2	1	1	2
1708494351146624936	2	1	2	4
1708494351156762886	0	2	2	3
1708494351166718745	2	0	1	2
1708494351176746480	2	3	2	2
1708494351186599389	0	2	2	1
1708494351196852578	0	1	0	1
1708494351206746769	0	0	2	4
1708494351216604670	3	1	0	4
1708494351226696857	1	1	3	1
1708494351236738866	3	2	1	1
1708494351246625344	2	1	2	2
1708494351256834115	2	4	2	5
1708494351266724722	1	3	4	3
1708494351276696070	0	5	3	0
1708494351286554067	0	3	1	1
1708494351296755636	2	4	2	1
1708494351306714376	4	0	3	2
1708494351316588790	3	2	2	1
1708494351326734164	2	2	1	1
1708494351337055229	2	3	4	2
1708494351346652506	3	3	0	0
1708494351356751190	2	3	3	1
1708494351366721066	1	3	0	3
1708494351376688381	6	3	2	2
1708494351386619567	4	2	5	3
1708494351396730155	3	1	1	1
1708494351406780836	3	2	0	3
1708494351416631857	2	0	3	0
1708494351426677257	2	1	0	4
1708494351437208030	1	1	0	5
1708494351446650227	2	0	4	0
1708494351456746158	1	1	7	1
1708494351466745604	1	1	6	2
1708494351476732248	4	3	4	3
1708494351486601734	6	2	1	0
1708494351496723043	4	1	4	2
1708494351506811806	5	0	3	2
1708494351516652170	5	1	0	0
1708494351526694306	5	1	1	1
1708494351536738107	3	1	2	1
1708494351546640522	0	0	0	2
1708494351556680930	0	2	2	0
1708494351566770141	1	3	1	1
1708494351576690606	3	1	1	5
1708494351586578237	1	0	1	2
1708494351596752189	2	3	0	2
1708494351606766292	2	5	0	0
1708494351616605024	2	2	4	2
1708494351626757567	0	1	1	1
1708494351638550431	2	0	4	6
1708494351646678085	1	3	0	5
1708494351656779841	1	4	1	3
1708494351666754293	5	1	2	2
1708494351676837199	0	1	2	1
1708494351686563349	2	1	0	1
1708494351696761142	1	3	3	1
1708494351706766764	0	2	3	4
1708494351716633242	0	1	2	0
1708494351726817946	4	0	2	0
1708494351737206919	4	3	0	2
1708494351746661404	3	1	1	2
1708494351756756088	2	3	2	2
1708494351766797136	1	1	4	1
1708494351776812134	3	3	0	4
1708494351786571694	4	1	2	4
1708494351796722604	2	3	3	0
1708494351806744739	0	1	2	1
1708494351816617393	3	1	3	1
1708494351826780785	1	3	2	1
1708494351836806888	2	2	2	2
1708494351846661333	1	2	0	0
1708494351856699437	1	0	1	1
1708494351866811337	1	1	1	2
1708494351876707768	2	0	1	3
1708494351886550725	0	0	2	0
1708494351896737061	2	3	1	3
1708494351906838209	1	4	2	2
1708494351916640907	2	1	0	0
1708494351926717317	2	3	6	4
1708494351937848958	3	1	4	2
1708494351946645036	2	3	3	1
1708494351963780876	2	2	2	3
1708494351967001677	0	3	1	1
1708494351976742899	1	1	1	3
1708494351986562718	4	3	2	1
1708494351996792961	1	3	3	6
1708494352006922394	2	0	0	6
1708494352016629111	0	1	2	1
1708494352026830066	2	2	2	1
1708494352036829312	2	0	2	3
1708494352046731913	4	0	1	2
1708494352056807100	0	1	2	4
1708494352066857485	1	1	4	5
1708494352076790968	2	0	5	2
1708494352086565881	1	4	2	4
1708494352096702031	0	6	2	1
1708494352107833120	2	2	1	2
1708494352116707180	3	1	2	5
1708494352126744701	0	1	1	3
1708494352137660161	1	2	0	3
1708494352146665813	0	0	1	4
1708494352156704614	2	1	0	1
1708494352166918881	2	1	3	1
1708494352176746405	3	1	1	0
1708494352186595979	3	1	2	4
1708494352196770083	1	1	1	2
1708494352206870552	0	3	0	0
1708494352216631864	3	0	5	3
1708494352226708619	0	1	8	4
1708494352236792766	1	2	5	3
1708494352246669478	3	4	1	1
1708494352256720759	3	5	2	3
1708494352267059065	0	2	2	2
1708494352276695090	3	0	0	3
1708494352286596603	4	1	0	3
1708494352296880442	2	1	0	2
1708494352306731904	0	1	0	1
1708494352316631624	1	2	2	0
1708494352326710235	3	3	0	1
1708494352336958648	5	6	0	1
1708494352346646292	2	3	1	2
1708494352356746473	3	1	1	2
1708494352366795066	2	1	1	2
1708494352376921456	0	4	1	2
1708494352386597707	0	3	1	3
1708494352396724385	1	2	2	3
1708494352406913979	0	2	4	6
1708494352416641657	2	2	2	6
1708494352426806737	2	3	3	4
1708494352436737628	0	1	1	4
1708494352446743594	3	3	4	3
1708494352456723640	1	2	1	1
1708494352466695428	1	0	4	4
1708494352476765079	2	0	1	1
1708494352486642366	2	3	2	2
1708494352496693072	4	3	1	1
1708494352506749025	4	0	6	0
1708494352516692364	1	3	2	2
1708494352526805121	1	1	1	0
1708494352536732780	1	1	4	1
1708494352546759452	0	5	4	3
1708494352556680997	3	0	0	2
1708494352566842557	1	3	1	1
1708494352576733797	3	2	0	3
1708494352586597164	1	2	1	2
1708494352596696576	0	0	0	0
1708494352606701839	0	1	1	1
1708494352616650618	2	2	2	2
1708494352626826611	2	0	1	2
1708494352636783039	2	1	2	4
1708494352646678183	4	2	0	1
1708494352656771387	1	3	3	2
1708494352666877008	2	2	4	1
1708494352676742390	3	0	1	0
1708494352686554233	0	0	2	1
1708494352696668975	3	2	5	1
1708494352706751522	0	0	1	2
1708494352716648394	1	1	5	1
1708494352733258015	1	1	5	2
1708494352736899798	2	1	5	1
1708494352746659062	1	0	1	3
1708494352756697031	1	2	2	4
1708494352766777274	1	0	1	3
1708494352776723013	2	2	3	0
1708494352786613805	3	3	1	1
1708494352796654814	4	3	1	1
1708494352806829783	3	2	2	3
1708494352816666011	3	4	2	2
1708494352826997373	2	3	3	0
1708494352836808033	4	3	1	2
1708494352846691432	5	2	1	3
1708494352856762555	1	0	2	2
1708494352866793739	0	0	2	1
1708494352876869758	0	2	1	2
1708494352886579195	2	4	2	0
1708494352896710705	3	2	0	1
1708494352906755011	3	3	1	2
1708494352916635434	2	3	0	0
1708494352926813475	2	1	3	1
1708494352937033790	2	2	4	2
1708494352946788958	1	1	3	1
1708494352956767883	2	1	3	2
1708494352967039370	0	5	2	1
1708494352976745831	3	4	3	0
1708494352986600525	1	2	0	0
1708494352996677312	0	2	2	1
1708494353006776432	1	0	1	2
1708494353016644208	0	1	2	2
1708494353026738684	2	2	2	1
1708494353036759429	0	7	0	4
1708494353046667303	1	4	4	3
1708494353056814263	0	1	0	0
1708494353066791773	1	1	0	2
1708494353076895178	2	2	4	1
1708494353086599904	5	3	1	1
1708494353096694125	3	1	4	2
1708494353106853726	5	3	3	2
1708494353116626712	0	1	0	0
1708494353126737670	6	1	0	5
1708494353136789456	0	1	1	2
1708494353146688433	1	1	0	4
1708494353156826497	3	1	4	6
1708494353166767205	0	0	1	3
1708494353176801934	0	2	1	0
1708494353186665389	4	0	3	2
1708494353196706423	6	1	1	1
1708494353206774562	1	2	2	3
1708494353216674308	0	2	4	5
1708494353226739759	3	2	1	3
1708494353236760152	2	1	0	1
1708494353246747422	1	1	0	4
1708494353257421197	0	1	1	4
1708494353266789039	2	3	3	1
1708494353276718994	1	2	4	2
1708494353286749884	5	1	1	2
1708494353296700576	1	0	2	0
1708494353306797101	3	1	0	3
1708494353316646539	3	2	2	1
1708494353326898433	2	0	1	4
1708494353336800163	2	4	1	2
1708494353346697188	3	3	1	2
